GeneFull,TranscriptID,Modified_Site_Count
gi|83267878|ref|NM_003907.2| ,NM_003907.2,392
gi|194248054|ref|NM_001076675.2| ,NM_001076675.2,391
gi|156616276|ref|NM_000883.3| ,NM_000883.3,391
gi|153252119|ref|NM_001098577.2| ,NM_001098577.2,391
gi|156142187|ref|NM_016603.2| ,NM_016603.2,391
gi|83281437|ref|NM_003758.2| ,NM_003758.2,391
gi|87159820|ref|NM_004888.3| ,NM_004888.3,391
gi|213385281|ref|NR_024461.1| ,NR_024461.1,391
gi|33946268|ref|NM_003941.2| ,NM_003941.2,391
gi|208431709|ref|NM_015071.4| ,NM_015071.4,391
gi|223890148|ref|NM_001145316.1| ,NM_001145316.1,391
gi|386869372|ref|NM_002813.5| ,NM_002813.5,391
gi|301500703|ref|NM_152686.3| ,NM_152686.3,391
gi|110225350|ref|NM_001042517.1| ,NM_001042517.1,391
gi|110349728|ref|NM_007362.3| ,NM_007362.3,391
gi|226874829|ref|NM_000858.5| ,NM_000858.5,391
gi|296040435|ref|NM_003359.3| ,NM_003359.3,391
gi|196162705|ref|NM_005668.4| ,NM_005668.4,391
gi|103471994|ref|NM_152546.2| ,NM_152546.2,391
gi|170016066|ref|NM_002547.2| ,NM_002547.2,390
gi|125988394|ref|NM_001081461.1| ,NM_001081461.1,390
gi|188536101|ref|NM_006887.4| ,NM_006887.4,390
gi|54112383|ref|NM_032145.4| ,NM_032145.4,390
gi|299782536|ref|NM_013975.3| ,NM_013975.3,390
gi|297747278|ref|NM_001185118.1| ,NM_001185118.1,390
gi|313850975|ref|NM_001199620.1| ,NM_001199620.1,390
gi|341604763|ref|NM_000923.4| ,NM_000923.4,390
gi|171543849|ref|NM_173079.2| ,NM_173079.2,390
gi|42476192|ref|NM_016127.4| ,NM_016127.4,390
gi|224994159|ref|NM_014637.3| ,NM_014637.3,390
gi|71999134|ref|NM_001029991.1| ,NM_001029991.1,390
gi|194239710|ref|NM_133473.2| ,NM_133473.2,390
gi|342307077|ref|NR_039981.2| ,NR_039981.2,390
gi|44680150|ref|NM_014335.2| ,NM_014335.2,390
gi|223005896|ref|NM_007266.3| ,NM_007266.3,390
gi|190610030|ref|NR_023392.1| ,NR_023392.1,390
gi|407020534|ref|NM_001271466.1| ,NM_001271466.1,390
gi|460838708|ref|NR_102326.1| ,NR_102326.1,390
gi|223972611|ref|NM_020825.3| ,NM_020825.3,389
gi|384475550|ref|NM_002109.4| ,NM_002109.4,389
gi|213385304|ref|NM_001139499.1| ,NM_001139499.1,389
gi|109659840|ref|NM_152277.2| ,NM_152277.2,389
gi|222537766|ref|NR_026730.1| ,NR_026730.1,389
gi|24308012|ref|NM_015160.1| ,NM_015160.1,389
gi|375151588|ref|NM_194356.2| ,NM_194356.2,389
gi|283837893|ref|NM_001171162.1| ,NM_001171162.1,389
gi|257467536|ref|NM_080656.2| ,NM_080656.2,388
gi|324021697|ref|NM_000989.3| ,NM_000989.3,388
gi|197245395|ref|NM_005751.4| ,NM_005751.4,388
gi|308193306|ref|NM_001007245.2| ,NM_001007245.2,388
gi|301336168|ref|NM_006411.3| ,NM_006411.3,388
gi|111120330|ref|NM_016018.4| ,NM_016018.4,388
gi|325651852|ref|NM_001204803.1| ,NM_001204803.1,388
gi|194097480|ref|NM_020412.4| ,NM_020412.4,387
gi|149944515|ref|NM_144993.1| ,NM_144993.1,387
gi|13514830|ref|NM_004398.2| ,NM_004398.2,387
gi|291327521|ref|NM_001174072.1| ,NM_001174072.1,387
gi|46389551|ref|NM_207043.1| ,NM_207043.1,387
gi|38683798|ref|NM_033121.1| ,NM_033121.1,387
gi|39777613|ref|NM_198935.1| ,NM_198935.1,387
gi|320461720|ref|NM_001040436.2| ,NM_001040436.2,387
gi|334085298|ref|NM_024121.2| ,NM_024121.2,387
gi|397138282|ref|XR_159433.1| ,XR_159433.1,387
gi|34577123|ref|NM_002862.3| ,NM_002862.3,387
gi|342349355|ref|NM_012416.3| ,NM_012416.3,386
gi|302129656|ref|NM_016141.3| ,NM_016141.3,386
gi|141803371|ref|NM_003798.2| ,NM_003798.2,386
gi|302393547|ref|NM_000374.4| ,NM_000374.4,386
gi|290542346|ref|NM_004239.3| ,NM_004239.3,386
gi|197927280|ref|NM_022063.2| ,NM_022063.2,386
gi|145580603|ref|NM_194291.2| ,NM_194291.2,386
gi|353677968|ref|NM_003689.3| ,NM_003689.3,386
gi|389886553|ref|NM_014948.3| ,NM_014948.3,386
gi|379030594|ref|NM_033637.3| ,NM_033637.3,386
gi|45827732|ref|NM_003079.4| ,NM_003079.4,386
gi|197383928|ref|NM_198562.2| ,NM_198562.2,386
gi|433804817|ref|NM_004796.5| ,NM_004796.5,386
gi|188595661|ref|NM_001148.4| ,NM_001148.4,386
gi|195976796|ref|NM_006241.4| ,NM_006241.4,386
gi|394953978|ref|NM_005643.3| ,NM_005643.3,386
gi|156416004|ref|NM_014186.3| ,NM_014186.3,385
gi|93102363|ref|NM_015055.2| ,NM_015055.2,385
gi|312176440|ref|NM_020398.3| ,NM_020398.3,385
gi|226246628|ref|NM_004627.4| ,NM_004627.4,385
gi|18491027|ref|NM_016304.2| ,NM_016304.2,385
gi|312284069|ref|NM_017696.2| ,NM_017696.2,385
gi|146094507|ref|NM_001085400.1| ,NM_001085400.1,385
gi|298286487|ref|NM_015328.3| ,NM_015328.3,385
gi|459642367|ref|NM_001030001.2| ,NM_001030001.2,384
gi|262205923|ref|NM_013444.3| ,NM_013444.3,384
gi|71061467|ref|NM_001813.2| ,NM_001813.2,384
gi|46592999|ref|NM_207672.1| ,NM_207672.1,384
gi|119395735|ref|NM_000208.2| ,NM_000208.2,384
gi|223671880|ref|NM_001114182.2| ,NM_001114182.2,384
gi|169790951|ref|NM_000098.2| ,NM_000098.2,384
gi|375493529|ref|NM_014791.3| ,NM_014791.3,384
gi|332634771|ref|NM_138555.2| ,NM_138555.2,384
gi|387849245|ref|NM_006754.3| ,NM_006754.3,384
gi|197245455|ref|NM_022574.4| ,NM_022574.4,384
gi|333108230|ref|NM_002828.3| ,NM_002828.3,383
gi|347543761|ref|NM_004901.4| ,NM_004901.4,383
gi|100913207|ref|NM_001380.3| ,NM_001380.3,383
gi|298286493|ref|NM_001185009.2| ,NM_001185009.2,383
gi|120587018|ref|NM_014345.2| ,NM_014345.2,383
gi|155969694|ref|NM_152900.2| ,NM_152900.2,383
gi|425871108|ref|NM_014881.4| ,NM_014881.4,383
gi|190684693|ref|NM_001128611.1| ,NM_001128611.1,383
gi|29789059|ref|NM_014802.1| ,NM_014802.1,383
gi|134254461|ref|NM_020734.2| ,NM_020734.2,383
gi|83816916|ref|NR_002612.1| ,NR_002612.1,383
gi|227908866|ref|NM_018137.2| ,NM_018137.2,383
gi|337756414|ref|NR_039980.1| ,NR_039980.1,383
gi|154426299|ref|NM_017822.3| ,NM_017822.3,383
gi|112983682|ref|NM_152475.2| ,NM_152475.2,383
gi|91992150|ref|NM_032316.3| ,NM_032316.3,383
gi|154937329|ref|NM_153369.2| ,NM_153369.2,383
gi|296010797|ref|NM_022899.4| ,NM_022899.4,382
gi|323276604|ref|NM_004549.5| ,NM_004549.5,382
gi|224451069|ref|NM_012111.2| ,NM_012111.2,382
gi|396578103|ref|NM_001031812.3| ,NM_001031812.3,382
gi|33413399|ref|NM_001984.1| ,NM_001984.1,382
gi|229892269|ref|NM_015420.6| ,NM_015420.6,382
gi|166362726|ref|NM_080881.2| ,NM_080881.2,382
gi|148727330|ref|NM_001098536.1| ,NM_001098536.1,382
gi|355477277|ref|NM_006342.2| ,NM_006342.2,382
gi|148613885|ref|NM_022841.5| ,NM_022841.5,382
gi|325301085|ref|NM_001861.3| ,NM_001861.3,382
gi|148728189|ref|NM_002035.2| ,NM_002035.2,382
gi|289547595|ref|NM_001172509.1| ,NM_001172509.1,382
gi|197382745|ref|NM_022818.4| ,NM_022818.4,382
gi|339882742|ref|NM_002117.5| ,NM_002117.5,382
gi|355390312|ref|NM_182706.4| ,NM_182706.4,382
gi|207113145|ref|NM_004506.3| ,NM_004506.3,382
gi|333033786|ref|NM_001113203.2| ,NM_001113203.2,382
gi|301601625|ref|NM_017807.3| ,NM_017807.3,382
gi|37674209|ref|NM_033389.2| ,NM_033389.2,382
gi|259155319|ref|NM_014681.5| ,NM_014681.5,382
gi|61743929|ref|NM_194314.2| ,NM_194314.2,382
gi|303519440|ref|NM_001195072.1| ,NM_001195072.1,382
gi|325301077|ref|NM_001204527.1| ,NM_001204527.1,382
gi|170650704|ref|NM_032811.2| ,NM_032811.2,382
gi|333609263|ref|NM_012193.3| ,NM_012193.3,382
gi|21361575|ref|NM_016505.2| ,NM_016505.2,381
gi|397139673|ref|XR_158908.1| ,XR_158908.1,381
gi|336176029|ref|NR_038444.1| ,NR_038444.1,381
gi|325120985|ref|NM_001204468.1| ,NM_001204468.1,381
gi|37700274|ref|NR_001575.1| ,NR_001575.1,381
gi|58530887|ref|NM_017811.3| ,NM_017811.3,381
gi|296011032|ref|NM_053002.4| ,NM_053002.4,381
gi|37221181|ref|NM_194455.1| ,NM_194455.1,381
gi|314122163|ref|NM_021019.4| ,NM_021019.4,381
gi|156523271|ref|NM_153045.3| ,NM_153045.3,381
gi|414144885|ref|NM_014484.4| ,NM_014484.4,381
gi|283483967|ref|NM_014496.4| ,NM_014496.4,381
gi|187608815|ref|NM_152426.3| ,NM_152426.3,380
gi|125987583|ref|NM_002836.3| ,NM_002836.3,380
gi|188595643|ref|NM_020456.2| ,NM_020456.2,380
gi|425905351|ref|NM_001440.3| ,NM_001440.3,380
gi|238908502|ref|NM_018082.5| ,NM_018082.5,380
gi|330688466|ref|NM_002788.3| ,NM_002788.3,380
gi|223555957|ref|NM_001008495.3| ,NM_001008495.3,380
gi|238859596|ref|NM_015014.2| ,NM_015014.2,380
gi|166235159|ref|NM_001039693.2| ,NM_001039693.2,380
gi|190358511|ref|NM_018241.2| ,NM_018241.2,380
gi|56699489|ref|NM_014028.3| ,NM_014028.3,380
gi|42544246|ref|NM_019069.3| ,NM_019069.3,379
gi|111154085|ref|NM_199320.2| ,NM_199320.2,379
gi|149944639|ref|NM_001099270.1| ,NM_001099270.1,379
gi|224549004|ref|NM_001145547.1| ,NM_001145547.1,379
gi|48255969|ref|NM_002969.3| ,NM_002969.3,379
gi|164419747|ref|NM_003069.3| ,NM_003069.3,379
gi|93204887|ref|NM_025137.3| ,NM_025137.3,379
gi|66528610|ref|NM_001018077.1| ,NM_001018077.1,379
gi|88853060|ref|NM_001384.4| ,NM_001384.4,379
gi|224451141|ref|NM_001145454.1| ,NM_001145454.1,379
gi|257467480|ref|NM_012154.3| ,NM_012154.3,379
gi|31543534|ref|NM_015361.2| ,NM_015361.2,379
gi|42519913|ref|NM_012448.3| ,NM_012448.3,378
gi|196259773|ref|NM_001131025.1| ,NM_001131025.1,378
gi|197313735|ref|NM_080652.3| ,NM_080652.3,378
gi|20336753|ref|NM_021058.3| ,NM_021058.3,378
gi|186928851|ref|NM_015971.3| ,NM_015971.3,378
gi|51317383|ref|NM_001003722.1| ,NM_001003722.1,378
gi|75750491|ref|NM_178517.3| ,NM_178517.3,378
gi|23510347|ref|NM_016614.2| ,NM_016614.2,378
gi|48476341|ref|NM_024103.2| ,NM_024103.2,378
gi|313760623|ref|NM_000442.4| ,NM_000442.4,378
gi|344179095|ref|NM_022745.4| ,NM_022745.4,378
gi|221316728|ref|NM_001143943.1| ,NM_001143943.1,378
gi|347446691|ref|NM_031905.4| ,NM_031905.4,378
gi|62750355|ref|NM_002408.3| ,NM_002408.3,378
gi|57242803|ref|NM_018319.3| ,NM_018319.3,378
gi|115583669|ref|NM_003253.2| ,NM_003253.2,378
gi|115529441|ref|NM_173825.3| ,NM_173825.3,378
gi|332309211|ref|NM_001206864.1| ,NM_001206864.1,378
gi|55956903|ref|NM_005922.2| ,NM_005922.2,377
gi|262206279|ref|NM_003315.3| ,NM_003315.3,377
gi|167466167|ref|NM_005534.3| ,NM_005534.3,377
gi|162951883|ref|NM_014925.3| ,NM_014925.3,377
gi|75750532|ref|NM_016589.3| ,NM_016589.3,377
gi|116008439|ref|NM_152793.2| ,NM_152793.2,377
gi|387912533|ref|NM_001105214.2| ,NM_001105214.2,377
gi|498917302|ref|NM_001278171.1| ,NM_001278171.1,377
gi|375065849|ref|NM_022474.3| ,NM_022474.3,377
gi|122891867|ref|NM_018477.2| ,NM_018477.2,377
gi|299116114|ref|NM_001997.4| ,NM_001997.4,376
gi|40548390|ref|NM_152834.2| ,NM_152834.2,376
gi|116642870|ref|NM_021269.2| ,NM_021269.2,376
gi|392494080|ref|NM_181468.2| ,NM_181468.2,376
gi|256000756|ref|NM_017847.5| ,NM_017847.5,376
gi|189095272|ref|NM_000215.3| ,NM_000215.3,376
gi|410172010|ref|XM_003960359.1| ,XM_003960359.1,376
gi|312222776|ref|NM_001198994.1| ,NM_001198994.1,376
gi|117306168|ref|NM_199418.2| ,NM_199418.2,376
gi|380034213|ref|NM_001257097.1| ,NM_001257097.1,376
gi|410170412|ref|XR_108300.3| ,XR_108300.3,376
gi|375493514|ref|NM_014672.3| ,NM_014672.3,376
gi|219879812|ref|NM_002696.2| ,NM_002696.2,376
gi|304555580|ref|NM_032378.4| ,NM_032378.4,375
gi|356582517|ref|NM_001806.3| ,NM_001806.3,375
gi|345842467|ref|NM_012142.4| ,NM_012142.4,375
gi|296010909|ref|NM_001030060.2| ,NM_001030060.2,375
gi|62548867|ref|NM_015331.2| ,NM_015331.2,375
gi|148539577|ref|NM_004087.2| ,NM_004087.2,375
gi|124028528|ref|NM_004819.2| ,NM_004819.2,375
gi|168480109|ref|NM_005225.2| ,NM_005225.2,375
gi|160420325|ref|NM_006930.3| ,NM_006930.3,375
gi|170650707|ref|NM_012434.4| ,NM_012434.4,375
gi|160707983|ref|NM_024561.4| ,NM_024561.4,375
gi|297374781|ref|NM_001185077.1| ,NM_001185077.1,375
gi|312222705|ref|NM_148887.2| ,NM_148887.2,375
gi|394025664|ref|NM_002799.3| ,NM_002799.3,374
gi|261490723|ref|NM_006830.3| ,NM_006830.3,374
gi|187960108|ref|NM_018077.2| ,NM_018077.2,374
gi|193083151|ref|NM_014049.4| ,NM_014049.4,374
gi|197333696|ref|NM_032270.4| ,NM_032270.4,374
gi|148596960|ref|NM_001037582.2| ,NM_001037582.2,374
gi|259089437|ref|NM_001165258.1| ,NM_001165258.1,374
gi|182507163|ref|NM_000553.4| ,NM_000553.4,374
gi|24308333|ref|NM_032448.1| ,NM_032448.1,374
gi|38146115|ref|NM_006589.2| ,NM_006589.2,374
gi|167466162|ref|NM_000416.2| ,NM_000416.2,374
gi|34335267|ref|NM_012409.2| ,NM_012409.2,374
gi|61744459|ref|NM_017588.2| ,NM_017588.2,374
gi|209413767|ref|NM_017798.3| ,NM_017798.3,374
gi|442796430|ref|NM_014062.2| ,NM_014062.2,374
gi|23308504|ref|NM_153035.1| ,NM_153035.1,374
gi|189217913|ref|NM_030962.3| ,NM_030962.3,374
gi|354721180|ref|NM_017924.3| ,NM_017924.3,373
gi|224593262|ref|NR_027295.1| ,NR_027295.1,373
gi|169808398|ref|NM_020381.3| ,NM_020381.3,373
gi|291167753|ref|NM_012310.4| ,NM_012310.4,373
gi|241666465|ref|NM_003642.3| ,NM_003642.3,373
gi|221136802|ref|NM_173632.3| ,NM_173632.3,373
gi|40805821|ref|NM_007263.3| ,NM_007263.3,373
gi|90193620|ref|NM_012141.2| ,NM_012141.2,373
gi|507417952|ref|NM_133480.2| ,NM_133480.2,373
gi|54607090|ref|NM_021627.2| ,NM_021627.2,373
gi|21396481|ref|NM_003512.3| ,NM_003512.3,372
gi|84697024|ref|NM_020240.2| ,NM_020240.2,372
gi|319996650|ref|NM_018092.4| ,NM_018092.4,372
gi|242332556|ref|NM_138467.2| ,NM_138467.2,372
gi|507834062|ref|NM_001278352.1| ,NM_001278352.1,372
gi|507144084|ref|NM_001031723.3| ,NM_001031723.3,372
gi|157364936|ref|NM_016023.3| ,NM_016023.3,372
gi|145309327|ref|NM_173462.3| ,NM_173462.3,372
gi|126012572|ref|NM_004525.2| ,NM_004525.2,372
gi|166362739|ref|NM_001992.3| ,NM_001992.3,372
gi|40805829|ref|NM_198189.2| ,NM_198189.2,372
gi|148792969|ref|NM_005640.1| ,NM_005640.1,372
gi|293336611|ref|NM_005094.3| ,NM_005094.3,372
gi|57863292|ref|NM_015264.1| ,NM_015264.1,372
gi|301601626|ref|NM_080593.2| ,NM_080593.2,372
gi|399498567|ref|NM_004308.3| ,NM_004308.3,372
gi|22907059|ref|NM_018242.2| ,NM_018242.2,372
gi|365767597|ref|NM_031448.4| ,NM_031448.4,372
gi|300068921|ref|NM_021821.3| ,NM_021821.3,371
gi|142976685|ref|NM_001083893.1| ,NM_001083893.1,371
gi|326937451|ref|NM_001143674.2| ,NM_001143674.2,371
gi|394582017|ref|NM_005022.3| ,NM_005022.3,371
gi|307344671|ref|NM_005802.4| ,NM_005802.4,371
gi|397139457|ref|XR_159033.1| ,XR_159033.1,371
gi|332205979|ref|NM_004701.3| ,NM_004701.3,371
gi|267844810|ref|NM_020443.4| ,NM_020443.4,371
gi|21071031|ref|NM_016222.2| ,NM_016222.2,371
gi|78190467|ref|NM_000987.3| ,NM_000987.3,371
gi|93004077|ref|NM_012260.2| ,NM_012260.2,371
gi|304434525|ref|NM_001080497.2| ,NM_001080497.2,371
gi|155030191|ref|NM_001100426.1| ,NM_001100426.1,370
gi|197276673|ref|NM_001134375.1| ,NM_001134375.1,370
gi|91984777|ref|NM_001007027.2| ,NM_001007027.2,370
gi|46409329|ref|NM_207348.1| ,NM_207348.1,370
gi|324072791|ref|NM_014313.3| ,NM_014313.3,370
gi|4505234|ref|NM_002435.1| ,NM_002435.1,370
gi|7019376|ref|NM_013393.1| ,NM_013393.1,370
gi|74316011|ref|NM_006369.4| ,NM_006369.4,370
gi|90577182|ref|NM_181575.3| ,NM_181575.3,370
gi|188497709|ref|NM_144607.4| ,NM_144607.4,370
gi|46370090|ref|NM_170746.2| ,NM_170746.2,370
gi|311771640|ref|NM_001198779.1| ,NM_001198779.1,370
gi|197333804|ref|NM_022776.4| ,NM_022776.4,369
gi|224028222|ref|NR_026956.1| ,NR_026956.1,369
gi|304571964|ref|NM_001195215.1| ,NM_001195215.1,369
gi|197116349|ref|NM_024734.3| ,NM_024734.3,369
gi|47607493|ref|NM_201380.2| ,NM_201380.2,369
gi|78190459|ref|NM_000978.3| ,NM_000978.3,369
gi|110225343|ref|NM_020715.2| ,NM_020715.2,369
gi|55749725|ref|NM_020782.1| ,NM_020782.1,369
gi|428977316|ref|NM_015511.4| ,NM_015511.4,368
gi|407970995|ref|NM_001271512.1| ,NM_001271512.1,368
gi|324021714|ref|NM_006247.3| ,NM_006247.3,368
gi|444299632|ref|NM_080596.2| ,NM_080596.2,368
gi|161377456|ref|NM_002537.2| ,NM_002537.2,368
gi|45594311|ref|NM_032271.2| ,NM_032271.2,368
gi|352962163|ref|NM_014938.4| ,NM_014938.4,368
gi|331028738|ref|NM_001206612.1| ,NM_001206612.1,368
gi|213385276|ref|NM_015650.3| ,NM_015650.3,368
gi|514052655|ref|NM_001278549.1| ,NM_001278549.1,368
gi|188528640|ref|NM_178123.4| ,NM_178123.4,368
gi|116235443|ref|NM_138421.2| ,NM_138421.2,368
gi|158634485|ref|NM_000046.3| ,NM_000046.3,367
gi|145580630|ref|NM_181701.3| ,NM_181701.3,367
gi|260656029|ref|NM_001166108.1| ,NM_001166108.1,367
gi|354681981|ref|NM_015895.4| ,NM_015895.4,367
gi|51173723|ref|NM_004053.3| ,NM_004053.3,367
gi|49355806|ref|NM_032287.2| ,NM_032287.2,367
gi|50726995|ref|NM_020244.2| ,NM_020244.2,367
gi|93588649|ref|NM_001040199.1| ,NM_001040199.1,367
gi|300360576|ref|NM_003104.5| ,NM_003104.5,367
gi|427197593|ref|NM_001271840.1| ,NM_001271840.1,367
gi|297206750|ref|NM_014647.3| ,NM_014647.3,367
gi|45439320|ref|NM_005038.2| ,NM_005038.2,367
gi|157384981|ref|NM_005078.2| ,NM_005078.2,367
gi|98985781|ref|NM_178042.2| ,NM_178042.2,367
gi|291084611|ref|NM_001173523.1| ,NM_001173523.1,366
gi|51944960|ref|NM_001810.5| ,NM_001810.5,366
gi|41352696|ref|NM_006733.2| ,NM_006733.2,366
gi|343168781|ref|NM_015480.2| ,NM_015480.2,366
gi|193083124|ref|NM_001128918.1| ,NM_001128918.1,366
gi|145580607|ref|NM_001083961.1| ,NM_001083961.1,366
gi|148235698|ref|NM_020459.1| ,NM_020459.1,366
gi|209969691|ref|NM_001136200.1| ,NM_001136200.1,366
gi|356874772|ref|NM_001202560.2| ,NM_001202560.2,366
gi|384229063|ref|NM_001257994.1| ,NM_001257994.1,366
gi|118766340|ref|NM_006401.2| ,NM_006401.2,366
gi|386869490|ref|NM_139215.2| ,NM_139215.2,366
gi|63999047|ref|NM_178509.5| ,NM_178509.5,366
gi|226371668|ref|NM_001146015.1| ,NM_001146015.1,366
gi|283806597|ref|NM_001171080.1| ,NM_001171080.1,366
gi|358679345|ref|NM_138769.2| ,NM_138769.2,365
gi|124286829|ref|NM_133374.2| ,NM_133374.2,365
gi|295442468|ref|NM_005732.3| ,NM_005732.3,365
gi|186972139|ref|NM_001280.2| ,NM_001280.2,365
gi|221316690|ref|NM_021645.5| ,NM_021645.5,365
gi|375331893|ref|NM_001256648.1| ,NM_001256648.1,365
gi|55749643|ref|NM_015054.1| ,NM_015054.1,365
gi|304647594|ref|NM_001195220.1| ,NM_001195220.1,365
gi|145701026|ref|NM_144736.4| ,NM_144736.4,365
gi|261490707|ref|NM_001166304.1| ,NM_001166304.1,365
gi|224586941|ref|NR_002775.2| ,NR_002775.2,365
gi|153285459|ref|NM_031904.3| ,NM_031904.3,365
gi|293336213|ref|NM_000919.3| ,NM_000919.3,365
gi|428981051|ref|NM_002768.4| ,NM_002768.4,364
gi|50593003|ref|NM_079834.2| ,NM_079834.2,364
gi|373938426|ref|NM_001256394.1| ,NM_001256394.1,364
gi|378925640|ref|NM_194271.2| ,NM_194271.2,364
gi|50541945|ref|NM_001002296.1| ,NM_001002296.1,364
gi|301129281|ref|NM_178001.2| ,NM_178001.2,364
gi|52851406|ref|NM_005702.2| ,NM_005702.2,364
gi|371874556|ref|NM_001256185.1| ,NM_001256185.1,364
gi|66529004|ref|NM_005688.2| ,NM_005688.2,364
gi|315709509|ref|NM_001199942.1| ,NM_001199942.1,364
gi|154816200|ref|NM_015666.3| ,NM_015666.3,363
gi|297206769|ref|NM_001185011.1| ,NM_001185011.1,363
gi|336088674|ref|NR_038425.1| ,NR_038425.1,363
gi|333470724|ref|NR_038253.1| ,NR_038253.1,363
gi|189458859|ref|NM_007315.3| ,NM_007315.3,363
gi|383872446|ref|NM_001257389.1| ,NM_001257389.1,363
gi|195927045|ref|NM_020652.2| ,NM_020652.2,363
gi|480306418|ref|NM_017940.4| ,NM_017940.4,363
gi|93277109|ref|NM_001040185.1| ,NM_001040185.1,363
gi|55925650|ref|NM_153333.2| ,NM_153333.2,363
gi|32484988|ref|NM_058219.2| ,NM_058219.2,363
gi|112382215|ref|NM_012102.3| ,NM_012102.3,362
gi|156151370|ref|NM_016531.5| ,NM_016531.5,362
gi|319918879|ref|NM_032634.3| ,NM_032634.3,362
gi|157388936|ref|NM_017919.2| ,NM_017919.2,362
gi|134152706|ref|NM_015852.3| ,NM_015852.3,362
gi|148612836|ref|NM_015531.4| ,NM_015531.4,362
gi|219689101|ref|NM_001001555.2| ,NM_001001555.2,362
gi|151301095|ref|NM_024831.6| ,NM_024831.6,362
gi|55742694|ref|NM_018028.2| ,NM_018028.2,362
gi|110227625|ref|NM_001042537.1| ,NM_001042537.1,361
gi|385719197|ref|NM_001258394.1| ,NM_001258394.1,361
gi|384551650|ref|NM_025233.6| ,NM_025233.6,361
gi|109148507|ref|NM_017670.2| ,NM_017670.2,361
gi|330864706|ref|NM_020829.3| ,NM_020829.3,361
gi|302129661|ref|NM_138381.3| ,NM_138381.3,361
gi|21735578|ref|NM_015550.2| ,NM_015550.2,361
gi|345842491|ref|NM_003121.4| ,NM_003121.4,361
gi|148596952|ref|NM_019004.1| ,NM_019004.1,361
gi|194248080|ref|NM_001130067.1| ,NM_001130067.1,361
gi|371874305|ref|NM_001256182.1| ,NM_001256182.1,361
gi|299473794|ref|NM_001190478.1| ,NM_001190478.1,361
gi|373838732|ref|NR_046088.1| ,NR_046088.1,361
gi|118600990|ref|NM_001079537.1| ,NM_001079537.1,361
gi|219879805|ref|NM_001143906.1| ,NM_001143906.1,361
gi|148746219|ref|NM_023071.3| ,NM_023071.3,361
gi|387942391|ref|NM_001265582.1| ,NM_001265582.1,361
gi|22547139|ref|NM_146388.1| ,NM_146388.1,361
gi|168693608|ref|NR_015362.1| ,NR_015362.1,360
gi|219521824|ref|NM_021211.3| ,NM_021211.3,360
gi|153791993|ref|NM_013400.3| ,NM_013400.3,360
gi|221136789|ref|NR_024448.2| ,NR_024448.2,360
gi|78217389|ref|NM_001004.3| ,NM_001004.3,360
gi|53729323|ref|NM_017838.3| ,NM_017838.3,360
gi|115495001|ref|NM_032510.3| ,NM_032510.3,360
gi|325197105|ref|NM_031431.3| ,NM_031431.3,360
gi|39995072|ref|NM_007065.3| ,NM_007065.3,360
gi|411147361|ref|NM_004299.4| ,NM_004299.4,360
gi|153791299|ref|NM_018115.2| ,NM_018115.2,360
gi|48717494|ref|NM_019015.1| ,NM_019015.1,360
gi|64762405|ref|NM_006212.2| ,NM_006212.2,359
gi|7661555|ref|NM_015679.1| ,NM_015679.1,359
gi|82546829|ref|NM_021807.3| ,NM_021807.3,359
gi|387849236|ref|NM_002613.4| ,NM_002613.4,359
gi|115298642|ref|NM_198040.2| ,NM_198040.2,359
gi|344925866|ref|NM_014311.2| ,NM_014311.2,359
gi|261278313|ref|NM_006649.3| ,NM_006649.3,359
gi|301601614|ref|NM_033017.3| ,NM_033017.3,359
gi|149999372|ref|NM_178832.3| ,NM_178832.3,359
gi|115527079|ref|NM_004689.3| ,NM_004689.3,358
gi|71773764|ref|NM_014736.4| ,NM_014736.4,358
gi|169790854|ref|NM_022915.3| ,NM_022915.3,358
gi|312836797|ref|NM_001199196.1| ,NM_001199196.1,358
gi|156630999|ref|NM_014372.4| ,NM_014372.4,358
gi|299890812|ref|NM_006190.4| ,NM_006190.4,358
gi|88759338|ref|NM_001039580.1| ,NM_001039580.1,358
gi|195539365|ref|NM_003861.2| ,NM_003861.2,357
gi|284507291|ref|NM_006999.4| ,NM_006999.4,357
gi|164663746|ref|NM_000453.2| ,NM_000453.2,357
gi|503775787|ref|NM_001278251.1| ,NM_001278251.1,357
gi|150421683|ref|NM_015205.2| ,NM_015205.2,357
gi|345478705|ref|NM_016732.2| ,NM_016732.2,357
gi|257196141|ref|NM_001142864.2| ,NM_001142864.2,357
gi|226371653|ref|NM_001039891.2| ,NM_001039891.2,357
gi|155030243|ref|NM_017599.3| ,NM_017599.3,357
gi|223890233|ref|NM_005897.2| ,NM_005897.2,357
gi|56786140|ref|NM_014473.2| ,NM_014473.2,357
gi|299523051|ref|NM_001190487.1| ,NM_001190487.1,357
gi|221316688|ref|NM_001144002.1| ,NM_001144002.1,357
gi|259906387|ref|NM_025000.3| ,NM_025000.3,357
gi|45356742|ref|NM_020382.3| ,NM_020382.3,357
gi|134142347|ref|NM_004685.3| ,NM_004685.3,357
gi|298919187|ref|NM_001042440.2| ,NM_001042440.2,356
gi|513126886|ref|NM_001037954.3| ,NM_001037954.3,356
gi|99077115|ref|NM_019852.3| ,NM_019852.3,356
gi|89242130|ref|NM_014305.2| ,NM_014305.2,356
gi|195222745|ref|NM_018290.3| ,NM_018290.3,356
